date,content,label
2022/02/23,"The China Photovoltaic Industry Association (CPIA) said today that it expects China to add 75 to 90 gigawatts (GW) of solar power in 2022. UnderstandSolar is a free service that links you to top-rated solar installers in your region for personalized solar estimates. Tesla now offers price matching, so it’s important to shop for the best quotes. Click here to learn more and get your quotes. — *ad.That’s a lot higher than the 54.88 GW of the record solar power that China brought online last year. Last year’s solar addition brought China’s total installed solar capacity to 306 GW. According to the CPIA, China could see between 83 and 99 GW of new solar capacity added annually between 2022 and 2025.Reuters reports:China plans to boost rooftop solar power in central and eastern parts of the country that are close to consumers and offer easier access to the grid.Projects to build more large-scale solar stations in the Gobi and other desert regions in the west are also in the pipeline, with construction for about 100 GW of solar power capacity already under way in the area.Wang Bohua, honorary chairman of the CPIA, said today at a conference:Distributed solar power accounted for over 50% of total newly installed solar capacity for the first time in 2021. Looking ahead, we will see distributed solar power and centralised solar farms grow at the same pace.Bohua also said that solar manufacturing growth in the US and Europe will become a challenge to China’s solar manufacturing industry.China’s export of solar photovoltaic products increased by about 60% to $28.4 billion dollars in 2021, according to China’s ministry of industry and information technology.Read more: World’s largest floating solar farm comes online with wind and storage",solar
2022/02/22,"Petrofac, a London-headquartered global company that designs, builds, and operates energy facilities, has signed a memorandum of understanding with Amsterdam-based Seawind Ocean Technology to deploy the latter’s two-bladed floating wind turbines.Seawind has developed two-bladed floating wind turbines integrated with a concrete floating structure that it claims will be suitable for installation in all sea conditions, including cyclone-prone areas and very deep waters. The company claims that the 50-year-life-span, twin-blade technology of the Seawind 6-126 wind turbine increases generation efficiency and improves rotor stability. The 6-126 turbine has a teetering hinge that decouples the shaft from the rotor, which Seawind says will protect the turbine from harmful loads. Further, Seawind says its turbine has active yaw control that allows for higher speeds.Here are the technical specs of the Seawind 6-126:Petrofac will initially support design verification of the system and then provide engineering, procurement, and construction-management services for Seawind’s first floating offshore wind turbine demonstrator. The Seawind 6-126 wind turbine will be deployed in European waters by the first quarter of 2024.The two companies will collaborate on the delivery of early floating offshore wind plant concessions, first in the Mediterranean Sea, and then in other locations around the world.Vincent Dewulf, CEO of Seawind Ocean Technology, said in a statement:Petrofac assures delivery for its clients through innovation and technology, with proven results. Seawind has developed a unique patented technology that deploys the teetering-hinge two-blade wind turbine technology, which has many benefits for offshore application. Assembly of the complete system is made in a harbor with land-based cranes, no installation vessels are required for installation at sea.UnderstandSolar is a free service that links you to top-rated solar installers in your region for personalized solar estimates. Tesla now offers price matching, so it’s important to shop for the best quotes. Click here to learn more and get your quotes. — *ad.Read more: World’s largest offshore floating wind farm is now completePhoto: Seawind",solar
2022/02/22,"Zhongshan, China-headquartered MingYang Smart Energy is in the process of building the largest offshore wind turbine yet: the MySE 16.0-242 wind turbine. Once it launches, it will dwarf the 14-megawatt (MW) GE Haliade-X. Why do they keep getting bigger?February 22 update: MingYang Smart Energy will deploy two wind turbines that will each have a capacity of 16.6 MW at the MingYang Yangjiang Qingzhou Four offshore wind farm, which is in the South China Sea.The two gigantic wind turbines will join 59 8 MW wind turbines at the 505.2 MW wind farm, which is expected to be online by 2026.October 8, 2021: The MySE 16.0-242 is a 16-MW, 794-foot-tall (242-m) offshore wind turbine that will be able to power 20,000 homes per unit over a 25-year service life.A single MySE 16.0-242 turbine will generate 80,000 MWh of electricity annually. It will produce 45% more energy than MingYang’s previous turbine model, the MySE 11.0-203.When MingYang’s newest wind turbine powers up, its three 387-foot (118-m) blades will sweep a 495,140-square-foot (46,000-sq-m) area – the equivalent of more than six soccer fields.One of these turbines will be able to eliminate more than 1.6 million metric tons of carbon dioxide emissions over the course of its life.MingYang also says that its newest wind turbine will be capable of operating either anchored to the seafloor or on a floating base.Here are its specs:Unlike the prototype of GE’s Haliade-X 14 turbine, which as of this week is now operational, the MySE 16.0-242 is still in development. The prototype is scheduled for rollout in 2022, installation in the first half of 2023, and commercial production in the first half of 2024.Why do offshore wind turbine manufacturers keep producing larger and larger prototypes? In a word, cost. Huge turbines increase energy capacity, creating economies of scale that drive the cost of energy per megawatt-hour down.In turn, reduced costs, as well as the development of floating offshore wind farms, could greatly increase the number of potential sites offshore. It’s just smart business.Read more: GE’s huge Haliade-X 14 MW offshore wind turbine is now operationalPhoto: MingYang Smart Energy",solar
2022/02/21,"Michigan public utility Consumers Energy, which serves 6.7 million of Michigan’s 10 million residents, today announced that it will install 200 new electric vehicle chargers across the state by the end of 2023. And that includes 100 fast chargers.UnderstandSolar is a free service that links you to top-rated solar installers in your region for personalized solar estimates. Tesla now offers price matching, so it’s important to shop for the best quotes. Click here to learn more and get your quotes. — *ad.Consumers Energy has already installed more than 1,500 EV chargers for homes, businesses, and along roads across the Lower Peninsula, including 35 fast chargers.The US Department of Energy reports that there were 10,620 registered EVs in Michigan as of December 31, 2020. And according to data from the Michigan secretary of state, at the end of 2021, the number of EVs in Michigan was up 58% statewide year-over-year, and up 71% in communities that the utility serves. Consumers Energy says it will ditch coal by 2025. Its plan states that it would achieve 60% emissions reductions by 2025 and “keep [it] on course to achieve net zero emissions by 2040.”But natural gas, a fossil fuel that isn’t clean, plays a prominent role in its clean energy transformation, and that matters, because what powers EV chargers impacts how clean electric cars ultimately are. According to its 2021 Clean Energy Plan, Consumers Energy wants its electric capacity by fuel source to be 40% natural gas, 35% renewables, 15% customer efficiency programs, and 10% energy storage.By 2040, the utility is aiming for 63% renewables, 15% customer efficiency programs, 12% energy storage, and 10% natural gas.According to the US Energy Information Administration, Michigan has more natural gas storage fields than any other state. In 2020, natural gas accounted for 33% of the state’s net generation, while coal’s share declined to 27%. Renewables provided about 11% of Michigan’s electricity net generation in 2020, and wind made up three-fifths of that.Read more: Michigan will get a new graphite processing factory to support US EV battery productionPhoto: Consumers Energy",solar
2022/02/18,"The US is now on track to achieve at least 30 gigawatts (GW) of offshore wind generation by 2030 – a goal that the Biden administration announced on March 29, 2021.UnderstandSolar is a free service that links you to top-rated solar installers in your region for personalized solar estimates. Tesla now offers price matching, so it’s important to shop for the best quotes. Click here to learn more and get your quotes. — *ad.The US offshore wind industry is still in its early stages, but the Business Network for Offshore Wind notes that Massachusetts, New Jersey, and New York are taking active steps to procure more than 45 GW of offshore wind by 2040. To date, 17.5 GW of offshore wind projects have secured financing.Further, S&P Global Market Intelligence reported this week that the US has 30.7 GW of offshore wind projects in the pipeline. S&P Global Market Intelligence writes:[T]he Biden administration faces a time crunch in reaching the goal: By 2025, the US will have 4,733 MW of operating offshore wind capacity if all projects are built on time, the data show. Another 16,218 MW of capacity is scheduled for completion between 2025 and 2030, when the U.S. will have 20,951 MW of operating capacity. Newer project proposals totaling 8,128 MW of capacity have not disclosed in-service dates.As of January 13, according to S&P Global Market Intelligence, 14,316 megawatts (MW) of offshore wind capacity were in early development; 10,386 MW were announced; 5,104 MW were in advanced development; and 932 MW were under construction. Both federal and state support in the last year for the fledgling US offshore wind industry means that doors opened quickly for offshore wind developers. Further, utilities in the northeastern states where offshore wind is planned see it as a cost-effective opportunity to reach their own emissions reduction goals, so they’re buying in. This is a great start, but there is so much potential to ramp up offshore wind beyond 30 GW, and not just in the northeast. The US only needs to look to Europe to see where it can go – the sky’s the limit.Read more: Biden administration launches major US offshore wind pushPhoto: Ørsted",solar
2022/02/17,"To what extent are electric vehicles better than gas cars for the environment? Experts at the Argonne National Laboratory, a US Department of Energy science and engineering research center in Lemont, Illinois, are inviting the public to listen in as they discuss the best ways to measure greenhouse gas emissions.UnderstandSolar is a free service that links you to top-rated solar installers in your region for personalized solar estimates. Tesla now offers price matching, so it’s important to shop for the best quotes. Click here to learn more and get your quotes. — *ad.Argonne is offering a free 15-minute webinar on Wednesday, March 2, from 12-12:15 p.m. ET.The webinar is called “Science at Work: Electric vs. Conventional Vehicles – Which Are Greener?” You can sign up for the short webinar here, and it’s open to everyone.Electric vehicles create less greenhouse gas emissions than gas vehicles. But certain details matter, such as how the electricity used to power EVs are produced, which materials are used to power the batteries, and how those materials are sourced.In the webinar, Jarod Kelly, principal energy systems analyst, will discuss the environmental trade-offs in owning an electric vehicle versus a gas-powered vehicle. He will also show how Argonne’s free tool – the Greenhouse Gases, Regulated Emissions, and Energy Use in Technologies (GREET) model – can track how nearly any vehicle, fuel, or material affects our environment.Kelly and moderator John Harvey, business development executive at Argonne, will explore how the lab’s way of measuring greenhouse gas emissions is guiding more than 48,000 users, including policymakers, worldwide.Read more: Home EV charging spend will exceed $16B globally by 2026, says studyThe name of this webinar is slightly amusing, because we already know EVs are greener than gas-powered cars. But this webinar is worth listening to in order to learn more about exactly how one’s electric car impacts the environment. Of course it’s cleaner to charge an EV with clean power, for example, but listeners will come out of this 15-minute-long webinar knowing more about where EVs sit when it comes to creating emissions, and what you can do to reduce your emissions further if you’re an electric car driver.",solar
2023/03/16,"Tesla is launching a new feature to help homeowners with rooftop solar to charge their Tesla vehicles with excess solar power.Over the last few years, Tesla has made it clear that it is more interested in controlling a power load rather than bidirectional charging, which has become popular in the EV industry.Earlier this month, the automaker made waves when it announced a plan to offer unlimited overnight charging for $30 per month. That’s all about controlling the load from electric vehicle charging.Now we have learned about Tesla going after controlling electric vehicle charging in another way: charging from excess solar power.A new update to the Tesla mobile app showed new code revealing a feature focused on allowing Tesla vehicles to charge from excess solar power:– String Changes pic.twitter.com/PpEhHtOl4JThe feature is not showing on the consumer-facing side of the app yet, but the code talks clearly about optimizing charging for owners with solar power:“Plug in your vehicle at home during the day to charge using the excess clean energy generated by your solar system.”It makes it sounds like you can link your car to a specific solar site, and when plugged in at the site, Tesla will monitor when the car can charge from excess solar – likely meaning that the car won’t be prioritized, but if there is excess solar, it will charge.This is a good move, long overdue.Here in Blighty we have been able to do this for ages - there is a company here called MyEnergi that makes the Zappi charger, this monitors your solar output and your consumption and permits you to charge your car with any excess, rather than exporting it to the grid, for which there is not a great payment available.  Far better to fill your car with free electricity than defer it to later and pay extra, at much higher prices than you usually get for export.Even if you charge cheaply overnight, cheap is still more than free.We can likely expect the new feature to be accessible in an upcoming Tesla mobile app update.There are not a lot of products that go better together than electric vehicles and solar power. Who wouldn’t want to be driving on sunshine?I think there’s still room to optimize the use of the two products together, and that’s a good example.Now is a great time to begin your solar journey so your system is installed in time for those sunny spring days. If you want to make sure you’re finding a trusted, reliable solar installer near you that offers competitive pricing, check out EnergySage. EnergySage is a free service that makes it easy for you to go solar – whether you’re a homeowner or renter. They have hundreds of pre-vetted solar installers competing for your business, ensuring you get high-quality solutions and save 20 to 30% compared to going it alone. Plus, it’s free to use and you won’t get sales calls until you select an installer and you share your phone number with them.Your personalized solar quotes are easy to compare online and you’ll get access to unbiased Energy Advisors to help you every step of the way. Get started here.",solar
2023/03/16,"The Moke, based on a post-war British jeep-like vehicle, has become an iconic and eye-catching little buggy over the years. Now the US-based MOKE America has opened up a rental option called WeMoke to make these weird little electric vehicles more accessible to anyone looking for a unique driving adventure.Mokes from MOKE America are street-legal four-seater vehicles with small wheels, a low floor height and an open jeep-like design. The airy setup makes them popular in sunny areas and beach communities, where they’re often used as local transportation.They may be fun, but they certainly aren’t cheap. Trying to buy a Moke in the US will set you back close to $22K before all the fancy options like bimini tops, wooden steering wheels, or other neat features. Plus there’s a nearly six-month lead time for them to make one for you. But if that price is a bit rich for your blood — especially for a glorified 25 mph buggy — then perhaps renting one is more your style?MOKE America’s sister company WeMoke is hoping that idea will catch on, and recently added several resort cities in Florida to its growing list of rental locations. The Sunshine State now joins Georgia, Tennessee, Hawaii, and New York as locations where you can hop in a Moke and cruise around to your heart’s content.The prices are a bit steeper than a typical rental car, starting at $125 per hour or $475 per day, but somehow I don’t think your homemade music video will look quite as good with a Hertz rental car rolling through it. Anyone renting a Moke is going for style points, not pure utilitarian transportation.The Moke vehicles obviously rely on their unique look and driving experience to command that high price, which is good because they can’t really rely on their performance.As minicars that fit into a legal designation known as low-speed vehicles (LSVs), these Mokes top out at 25 mph (45 km/h). They are allowed to operate on roads with speed limits posted up to 35 mph (56 km/h), but you won’t want to take them on the highway (nor are you even allowed to).For beach communities though, these small electric fun-mobiles might just be perfect. And with 40 miles (64 km) of range per charge, they’ve likely got enough battery for a whole day of fun in the city. They might not be fast, but they actually wound up at a race track in a surprising way. The company is providing a fleet of the little EVs in a partnership with South Florida Motorsports to serve as VIP transportation throughout the Miami International Autodrome, the location of the upcoming Formula 1 Miami Grand Prix. Last year there, 20 Mokes providing transportation around the race.As MOKE America founder Tod Rome explained:We were thrilled to be part of the inaugural big race weekend last year. And we’re even more excited to be back for future years. South Florida Motorsports, LLC has brought a first-class, luxury racing experience to South Florida and the attention of the world. Our open-air Mokes make people happy as they are driven around the campus, and we love putting smiles on people’s faces.Hmmm, I might just need to get myself into one of these Mokes soon to see what all the fuss is about. What do you say, should Electrek do a Moke video next?",solar
2023/03/15,"Dallas-based infrastructure manufacturer Arcosa (NYSE: ACA) said today that it’s received $750 million worth of wind turbine tower orders, so it’s building a new factory where it can make them.The majority of the company’s wind turbine tower orders will support wind energy projects currently under way in the US Southwest, so that’s why it will build its new factory in Belen, New Mexico, southwest of Albuquerque.As of 2022, New Mexico had 4,235 megawatts of installed wind capacity, which powers 35% of its electric grid.Arcosa plans to invest $55-60 million to buy a property in the Rio Grande Industrial Park. It will modify the existing plant and procure the necessary equipment for the new factory, which is expected to create around 250 jobs.Governor Michelle Lujan Grisham (D-NM) said:The transition to clean energy brings with it more diversified, higher-paying, and skilled jobs. Arcosa is repurposing an old factory for new investments in our state and our communities – this is a win-win.The $750 million worth of new orders are expected to be eligible for the Advanced Manufacturing Production tax credit included in the Biden administration’s Inflation Reduction Act. The state of New Mexico is contributing $4 million from its Local Economic Development Act job-creation fund to the fit-out of the new factory. The city of Belen is going to contribute to the project with Industrial Revenue Bonds.The project is expected to have an economic impact of $314 million over the next 10 years.Antonio Carrillo, Arcosa’s president and CEO, said:We look forward to expanding our manufacturing capacity to New Mexico, where market demand for new wind projects is robust. Our new facility will strengthen our position in the wind tower market and enable Arcosa to benefit from growing wind investment in the Southwest.The outlook for our wind business remains favorable, reflecting rising demand for access to clean energy. Since the passage of the Inflation Reduction Act, we have received wind tower orders in excess of $1.1 billion.Production of Arcosa’s New Mexico factory is expected to begin in mid-2024, and current orders will provide Arcosa’s new factory with a healthy level of backlog through 2028.Read more: Wind, solar, batteries make up 82% of 2023 utility-scale US pipelinePhoto: ArcosaUnderstandSolar is a free service that links you to top-rated solar installers in your region for personalized solar estimates. Tesla now offers price matching, so it’s important to shop for the best quotes. Click here to learn more and get your quotes. — *ad.",solar
2023/03/15,"VW introduced its much anticipated affordable EV Wednesday, deemed the ID 2all concept with up to 450 km range (279 miles). After doubling down on its electric vehicle strategy with a new close to $200 billion investment (€180 billion) to accelerate digitalization and EV development over the next five years, VW is plowing ahead with a new EV concept.VW delivered over 570,000 EVs last year, maintaining its position as BEV market leader in Europe, yet the automaker believes it’s well positioned for future growth with several new vehicle releases on deck.To fend off incoming competition from Tesla, and many others, Volkswagen has introduced its economical electric vehicle, the ID 2all concept, that costs under $27,000 (€25,000). The ID 2all is as spacious as its Golf model and as inexpensive as the Polo sitting below the recently upgraded ID. 3, with up to 279 miles range (450 km) and several new features. CEO of Volkswagen Passenger Cars, Thomas Shafer, explains:We are transforming the company rapidly and fundamentally – with the clear objective of making Volkswagen a genuine Love Brand. The ID. 2all shows where we want to take the brand. We want to be close to the customer and offer top technology in combination with fantastic design. We are implementing the transformation at pace to bring electric mobility to the masses.VW’s affordable EV will be based on its new modular electric drive (MEB) platform, dubbed the MEB Entry Platform, and will be the first vehicle with front-wheel drive based on it. Initial plans called for Volkswagen’s ID. LIFE concept to be the first affordable EV based on the new platform designed for the smaller car segment, but those plans have seemingly been tossed to the side.The exterior takes inspiration from Volkswagen classics like the Beetle and Golf, previewing a new design language from the automaker. On the outside, the ID 2all features a “clear and powerful” stance with strong fender flares covering a wide track, long wheelbase, and short overhangs alongside a cleaned-up front end.Volkswagen recently brought back former Bentley and Audi designer Andreas Mindt as head of design for Volkswagen Passenger Cars, who says the VW ID 2all concept is based on three pillars – stability, likability, and enthusiasm.One of the most prominent elements of the new interior design is the C-pillar design developed for the first Golf model. As such, the interior features a spacious, high-quality appearance.The 12.9 touch display has a new menu structure with a separate air condition control panel below it. In addition, the new multifunction steering wheel is minimalist, with two thumb wheels and buttons on either side.Powered by a “powerful electric drive motor,” the ID. 2all with an output of 222 hp (166 kW) and 226 PS, achieving 0 to 60 mph (0-100 km/h) in under seven seconds.Volkswagen says its new electric car can be charged to 80% in less than 20 minutes, although specifics are not mentioned.Despite the ID 2all being deemed a concept vehicle, Volkswagen says it will unveil the production version of the ID 2all for all European markets in 2025 with a goal of starting it at less than 25,000 euros.The automaker now plans for at least one in every five vehicles sold globally to be electric by 2025, with the production version of the ID 2all being one of ten EVs launched by VW by 2026.This year VW will introduce the new ID. 3, the ID. Buzz, and the ID. 7, which will be followed up by a compact electric SUV in 2026.As always for german prices, 25.000€ is including 19% VAT (EU prices always include VAT, which range from 15..25%, 20% being most common), thus translated to USD sans VAT, that'd be ~22,200. And of course that's for the base model with guesstimated something like 300km range and stripped features, but hey.The magic is, that though it's 22 cm shorter than the ID.3 (and even a bit less high) it has ~100 liters more luggage space (490..1,330 vs 385..1,267, bigger number with folded seats), yet likely less space for the rear passengers. That's achieved via the front wheel drive rather than RWD for the ID.3, which might be a little of a downer to many, but to me it's a good trade - I love space efficiency! To save length, it doesn't have a frunk, but it does have a big space below the trunk plus a ~50 liters space below the rear seats. And they can, as from the pics, fold completely flat - and the right front seat can also be folded flat, giving way for cargo of up to 2,20 meters length 💪 This is definitely my car after my Ioniq EV I bought in 2018 when I plan to replace it in 2028 🤩 (and it'll have matured till then)Btw @Peter ""222 hp (166 kW) and 226 PS"" are all the same figure with different units, PS being ""Pferdestärken"" which is the same as horsepowers, only that (DIN) PS is measured differently and has a different factor to kW than (SAE) hp.Unfortunately, it doesn’t look like Volkswagen has plans to bring the ID 2all concept to the US. The good news, however, is that VW is planning to bring it to production. The real question will be: Can they produce it for the price they are saying? Or perhaps, more importantly, can they produce it profitably at that price?An under $27k, a good-looking electric vehicle with nearly 300-miles range from the VW brand would, in my opinion, sell well. ",solar
2022/02/16," Hawaii-based Mauna Loa, one of the world’s major macadamia nut brands, just got a 1.2-megawatt solar farm and 500 kW battery storage system. The new solar and storage join existing clean energy sources at the facility, which means it’s now powered by 100% clean energy.UnderstandSolar is a free service that links you to top-rated solar installers in your region for personalized solar estimates. Tesla now offers price matching, so it’s important to shop for the best quotes. Click here to learn more and get your quotes. — *ad.Mauna Loa’s new solar and storage system, which will directly power 85% of Mauna Loa’s processing plant in Kea‘au, means it’s now the largest operating PV project dedicated to a private company in Hawaii. The system, which was developed by Schenectady, New York-based solar and storage company DSD Renewables and Maui-based renewable energy developer No Ka Oi Energy, is expected to generate 1.55 million kWh of solar energy annually, avoiding over 1,000 tons of carbon dioxide equivalent each year. No Ka Oi Energy brought the project to DSD, which will be the long-term owner and manager of the solar and storage system.The solar farm features 2,916 solar panels that sit on three acres on Mauna Loa’s macadamia nut farm.Mauna Loa’s Hawaiian crop of macadamias are grown with rainwater, making the macadamia one of the most sustainable nut varieties. The company also uses the whole nut during its production process, cleanly burning the shells to create renewable energy and composting the nut husks to enrich the local community’s soil.Ed Schultz, president and CEO of Hawaiian Host Group, the parent company of Mauna Loa said:This project nicely complements Mauna Loa’s on-site water and wastewater system, and with the addition of the renewable power system, our Kea‘au facility can now be 100% self-sustained. We will continue to learn and take action to minimize our environmental impact as much as possible and care for our ʻāina [land].Nuts are tasty and nutritious (as long as you don’t have a nut allergy). But a lot of nuts, such as almonds, cashews, and pistachios, aren’t very sustainable, because they require a lot of water to produce. Macadamias, as we previously mentioned, are much more sustainable when it comes to water needs, and Mauna Loa getting onto 100% clean energy makes the tasty but costly nut even more sustainable. Now if the company could just figure out how to eliminate the flight emissions produced as the nuts are shipped out of Hawaii to retailers, even better, but this shift to clean energy production certainly doesn’t hurt.Read more: Hawaii’s Big Island is getting one of its first utility-scale solar farmsPhoto: DSD Renewables",solar
2022/02/15,"The solar industry in Illinois is reaping the rewards of the state’s Climate and Equitable Jobs Act that passed five months ago.UnderstandSolar is a free service that links you to top-rated solar installers in your region for personalized solar estimates. Tesla now offers price matching, so it’s important to shop for the best quotes. Click here to learn more and get your quotes. — *ad.February 15, 2022, update: In less than a half year, solar companies have installed more than 2,000 rooftop and community solar projects in the state, which is enough clean energy to power 30,000 homes, the Solar Energy Industries Association reported today.Further, Illinois businesses are expected to complete more than 8,400 rooftop and community solar projects by the end of 2022, and the state’s solar workforce is expected to increase 47% by the end of the year.Clean energy businesses reported that they have already expanded work on diversity, equity, and inclusion by recruiting from solar job training programs, creating internal committees focused on diversity, and hiring consultants and recruiters to guide their diversity efforts.Data was provided by members of the Solar Energy Industries Association, Illinois Solar Energy Association and the Coalition for Community Solar Access, and the Illinois Power Agency. September 15 update: Governor JB Pritzker today signed the Climate and Equitable Jobs Act into law today. In the new bill signed into law, the Prairie State coal plant will be required to cut its emissions by 45% by 2038, and to close altogether by 2045.  Governor Pritzker signs historic energy legislation, cementing Illinois as a national leader in combatting climate change. https://t.co/bktwLQzHAxA bipartisan majority in the Illinois House has voted (83 yes to 33 no) to pass the Climate and Equitable Jobs Act (SB2408). Governor JB Pritzker (D-IL) will sign the historic clean energy bill tomorrow that will shut down all of the state’s fossil fuel plants by 2045. It also sets more aggressive targets for the dirtiest plants and those in environmental justice communities. Here are the bill’s clean energy and energy efficiency highlights:The bill also addresses issues related to equity, utility accountability, and just transition. On the transportation front, $78 million a year will be devoted over the next decade to electric transportation, with 45% of benefits going to low-income communities.Read more: Lion Electric to construct the largest all-electric medium and heavy-duty vehicles plant in USPhoto: “Illinois Wind Farm along Chicago Rd 2” by weslowik is licensed under CC BY-ND 2.0",solar
2022/02/15,"Most of the materials required for batteries and other clean energy technology are dirty to mine. They’re also mostly controlled by China. Can a recycling technology startup change that?Electrek spoke with Megan O’Connor, cofounder and CEO of Nth Cycle, a Beverly, Massachusetts-based developer of a recycling technology that extracts critical metals from batteries for a second life, about how to enable a clean, domestic, and streamlined supply of critical minerals for the clean energy transition. Nth Cycle’s technology was developed at Harvard and Yale universities.In April, Nth Cycle received $3.2 million in seed funding led by Boston-based clean energy venture capital company Clean Energy Ventures.February 15, 2022, update: Nth Cycle today announced the closing of its $12.5 million Series A financing,  co-led by the investment arm of Frankstahl, one of the largest privately held steel distribution companies in Europe, and  Volo Earth, a Colorado-based venture firm that focuses on climate solutions. In less than 12 months, the company has scaled its technology by 100x from bench-scale to a full commercial demonstration, which will be deployed by April 2022.Electrek: What does Nth Cycle do? Megan O’Connor: Nth Cycle is a metal processing and recycling technology company. We work with recyclers and miners to recover the critical minerals essential to clean energy technologies such as batteries and wind turbines. Our customizable and clean electro-extraction technology installs onsite to recover critical minerals from separated e-waste and low-grade mine tailings. We are the heart of metals processing – the crucial step that profitably separates critical minerals from other elements, transforming them into production-grade feedstocks for the energy transition.Electrek: How does your new battery recycling technology work? Megan O’Connor: Existing technologies that recover critical minerals from e-waste and mining are dirty and inefficient. The main two technologies, pyrometallurgy and hydrometallurgy, are both problematic. Pyrometallurgy is what it sounds like: It uses large, dirty furnaces to superheat materials for recycling. Pyrometallurgy consumes excessive energy and emits greenhouse gases and other pollutants. Hydrometallurgy uses liquid for a similar result. Hydrometallurgy uses harmful acids and solvents that create tons of environmentally toxic chemical waste. Both processes were invented over 50 years ago.At Nth Cycle, we’re taking a different approach to expanding the supply of critical minerals for the clean energy revolution. We leverage the power of electro-extraction: clean and modular technology for reliably recovering critical minerals from e-waste and low-grade mine tailings using only electricity. Our electro extraction technology is clean, customizable, consistent, and mobile.Electrek: How often can materials be recycled? Megan O’Connor: In theory, the number is unlimited. It’s a big part of why I believe that all the critical minerals needed for the energy transition are already in circulation today. We just didn’t have a clean, profitable way of retrieving them until now. We know that demand for critical minerals to power the energy transition is growing exponentially. Yet, we know mining deeper and broader, and building landfills higher and wider works against our fight to save the planet. Additionally, we cannot allow either supply chain issues or China’s dominance in critical minerals to slow the clean energy transition. Recycling and better domestic mining offer our best path forward.Electrek: How are you working with mining companies to help them extract more valuable material from mining waste? Megan O’Connor: Our technology is mobile and scalable so we can work with mining companies in a variety of ways. Primarily we work with them at the front end of their process. We can go to the mining site with our electro extraction technology and work with them on site. This may be surprising to your readers, but the US has some significant potential for domestic mining of critical minerals. If we can access and extract those minerals cleanly, efficiently, and economically,  it’ll pay substantial dividends for our clean energy industries – Nth Cycle’s technology can make that possible.Electrek: How do you intend to scale up, and what does that road map look like? Megan O’Connor: The opportunity is nearly limitless. The demand curve for critical minerals looks like a ski jump – it’s straight up. Earlier this year, we received seed funding from investors led by Clean Energy Ventures (CEV). Recently the Massachusetts Clean Energy Center, through their InnovateMass program, awarded us a $250,000 grant. We expect to be able to discuss more about some exciting upcoming partnerships and projects later this year. The growth is exciting and can make a significant impact. Part of the reason CEV decided to fund us was that their carbon impact calculator estimated that we could cut 3.8 gigatons of emissions by 2050. We’re still at an early stage, but the opportunity is obviously exciting. Electrek: Zambia has a new president who wants to scale up mining, as the country has valuable copper, nickel, and cobalt. Will this improve the supply chain and human-rights challenges, and does Nth Cycle have any plans to engage in Zambia? Megan O’Connor: The mining of many of our clean energy minerals in Africa is horribly dirty, exploitative, and polluting. At Nth Cycle, we see this challenge as an opportunity. An opportunity to draw the resources needed for the energy transition from more efficient mines. A chance to make recovery processes more sustainable while improving profits at the same time. The tools required to mine cobalt, nickel, and manganese (critical for our clean energy future) exist today. The technologies needed to break down old cell phones, magnets, and electric vehicles into their component parts exist today. But, the incumbent processes that transform these harvests into production-grade critical minerals for new manufacturing are old, dirty, and expensive. We’re at the early stages of this company – and the clean energy transition as a whole. Right now, we’re laser-focused on scaling up domestically, but there is no doubt that working to clean up the mining process in Africa is important – one step at a time. Read more: These energy storage startups just got a big cash injectionMegan O’Connor is cofounder and CEO of Nth Cycle. She leverages years of experience working on sustainable technology in many of the US’s top research labs, where she helped develop the electro-extraction processes she and her team are commercializing at Nth Cycle. Prior to founding Nth Cycle, O’Connor was an entrepreneurial fellow in the Innovation Crossroads program at Oak Ridge National Laboratory and was a visiting researcher at Yale University’s Center for Green Chemistry & Green Engineering. O’Connor received her PhD in environmental engineering from Duke University and was recognized by Forbes on its “30 under 30” energy list in 2019. Nth Cycle is supported by investors including Clean Energy Ventures, the Department of Energy, and Creative Destruction Lab.Photo: Nth Cycle",solar
